citekey,entry_type,title,author,year,journal,doi,url,pages,volume,number,scopus_type,note,open_access_flag,gold_oa,green_oa,record_id,citekey_collision
Constantinides2024169,ARTICLE,Management Strategies for Atypical Parkinsonism,"Constantinides, Vasilios C. and Giagkou, Nikolaos and Brinia, Maria-Evgenia and Koros, Christos and Stefanis, Leonidas and Stamelou, Maria",2024,Current Treatment Options in Neurology,10.1007/s11940-024-00787-6,https://www.scopus.com/pages/publications/85188241505?origin=resultslist,169 - 187,26,5,Review,Cited by: 3,False,False,False,Constantinides2024169,False
Lee2024160,ARTICLE,The development status of PET radiotracers for evaluating neuroinflammation,"Lee, Namhun and Choi, Jae Yong and Ryu, Young Hoon",2024,Nuclear Medicine and Molecular Imaging,10.1007/s13139-023-00831-4,https://www.scopus.com/pages/publications/85181731467?origin=resultslist,160 - 176,58,4,Review,Cited by: 21; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Lee2024160,False
Pota2025,ARTICLE,"Neuroendoscopy and Postoperative Nausea and Vomiting: Pathophysiology, Incidence and Management Strategies","Pota, Vincenzo and Coletta, Francesco and Pascazio, Francesca and Rinaldi, Pasquale and Tomasello, Antonio and De Marco, Giovanna Paola and Schettino, Francesca and Passavanti, Maria Beatrice and Sansone, Pasquale and Pace, Maria Caterina and Barbarisi, Manlio and Altieri, Roberto and Villani, Romolo and Coppolino, Francesco",2025,Brain Sciences,10.3390/brainsci15060586,https://www.scopus.com/pages/publications/105009107524?origin=resultslist,,15,6,Review,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True,Pota2025,False
Benomar20252244,ARTICLE,"Global Multidisciplinary Collaboration in Therapeutic Cannabis Research, Regulatory and Pharmaceutical Challenges","Benomar, Abdelhafid and Fekrouni, Mohamed and Moutawalli, Amina and Elhoudaibi, Sara and Chakkor, Saad and Mojemmi, Brahim",2025,Tropical Journal of Natural Product Research,10.26538/tjnpr/v9i5.52,https://www.scopus.com/pages/publications/105007682799?origin=resultslist,2244 - 2251,9,5,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False,Benomar20252244,False
van Egmond20261693,ARTICLE,Stimulus-Driven Remodeling of Microglial Endocannabinoid Metabolism Illuminates ABHD12 Function in Immunity,"van Egmond, Noëlle and Jalink, Elisabeth A. and van der Vliet, Daan and Henselijn, Anniek J. and Ridder, Marleen E. and Gagestein, Berend and Stevens, Anna F. and van Kasteren, Sander I. and van der Stelt, Mario",2026,ACS Chemical Neuroscience,10.1021/acschemneuro.5c00985,https://www.scopus.com/pages/publications/105037814558?origin=resultslist,1693 - 1703,17,9,Article,Cited by: 0,False,False,False,van Egmond20261693,False
Ahmad2026825,ARTICLE,Emerging nano-derived therapy for the treatment of dementia: a comprehensive review,"Ahmad, Shadaan and Ahmad, Lubna and Adil, Mohammad and Sharma, Ritu and khan, Saara and Hasan, Nazeer and Aqil, Mohd.",2026,Drug Delivery and Translational Research,10.1007/s13346-025-01863-3,https://www.scopus.com/pages/publications/105003132497?origin=resultslist,825 - 854,16,3,Article,Cited by: 3,False,False,False,Ahmad2026825,False
Zhang2024,ARTICLE,Plant-derived bioactive compounds and their novel role in central nervous system disorder treatment via ATF4 targeting: A systematic literature review,"Zhang, Nan and Zhang, Shun and Dong, Xiaoyu",2024,Biomedicine and Pharmacotherapy,10.1016/j.biopha.2024.116811,https://www.scopus.com/pages/publications/85193805724?origin=resultslist,,176,,Review,Cited by: 20; All Open Access; Gold Open Access,True,True,False,Zhang2024,False
Dainton-Howard2025167,ARTICLE,James Parkinson and Other Historical Aspects of Parkinson's Disease,"Dainton-Howard, Helen L. and Goetz, Christopher G.",2025,Neurologic Clinics,10.1016/j.ncl.2024.12.002,https://www.scopus.com/pages/publications/105001590900?origin=resultslist,167 - 184,43,2,Review,Cited by: 3,False,False,False,Dainton-Howard2025167,False
Ghannam2025,ARTICLE,Peroxisome proliferator-activated receptors (PPARs) agonists as promising neurotherapeutics,"Ghannam, Iman A.Y. and Hassan, Rasha M. and Abdel-Maksoud, Mohammed S.",2025,Bioorganic Chemistry,10.1016/j.bioorg.2025.108226,https://www.scopus.com/pages/publications/85216639968?origin=resultslist,,156,,Review,Cited by: 12,False,False,False,Ghannam2025,False
Bana2025,ARTICLE,TRPV receptors in pain research: Bridging molecular mechanisms to clinical treatments,"Bana, Sweeti and Sartaj, Ali and Goel, Radha and Usmani, Juveria and Ansari, Mohammad Nazam and Gupta, Ashok Kumar",2025,Letters in Drug Design and Discovery,10.1016/j.lddd.2025.100064,https://www.scopus.com/pages/publications/105025679196?origin=resultslist,,22,10,Article,Cited by: 1; All Open Access; Hybrid Gold Open Access,True,True,False,Bana2025,False
Newstead2024512,ARTICLE,Hyperkinesias in Leigh‑like Syndrome with Complex‑I Deficiency Due to m.10191T>C in MT‑ND3,"Newstead, Shaundra M. and Finsterer, Josef",2024,Annals of African Medicine,10.4103/aam.aam_32_23,https://www.scopus.com/pages/publications/85199311948?origin=resultslist,512 - 513,23,3,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Newstead2024512,False
Shoyama2025,ARTICLE,Therapeutic Potential of the Cannabinoid System and Acupuncture in Neurodegenerative Brain Disorders: a Comprehensive Review,"Shoyama, Yukihiro",2025,Innovations in Acupuncture and Medicine,10.1186/s44424-025-00013-3,https://www.scopus.com/pages/publications/105018717527?origin=resultslist,,18,1,Review,Cited by: 3; All Open Access; Hybrid Gold Open Access,True,True,False,Shoyama2025,False
Jali2024,ARTICLE,Navigating Preclinical Models and Medications for Peripheral Neuropathy: A Review,"Jali, Abdulmajeed M. and Banji, David and Banji, Otilia J. F. and Hurubi, Khalid Y. and Tawhari, Faisal Y. and Alameer, Atheer A. and Dohal, Atyaf S. and Zanqoti, Raha A.",2024,Pharmaceuticals,10.3390/ph17081010,https://www.scopus.com/pages/publications/85202454417?origin=resultslist,,17,8,Review,Cited by: 15; All Open Access; Gold Open Access; Green Open Access,True,True,True,Jali2024,False
Purushothaman202611,ARTICLE,"Unveiling Neurological Benefits: A Review of Hemp Leaf, Flower, Seed Oil Extract, and Their Phytochemical Properties in Neurological Disorders","Purushothaman, Atchuthan and Krishnan, Anju",2026,Cannabis and Cannabinoid Research,10.1177/25785125251410822,https://www.scopus.com/pages/publications/105032122987?origin=resultslist,11 - 29,11,1,Review,Cited by: 2,False,False,False,Purushothaman202611,False
Sasikumar2024,ARTICLE,Insights into dietary phytochemicals targeting Parkinson's disease key genes and pathways: A network pharmacology approach,"Sasikumar, Devi Soorya Narayana and Thiruselvam, Premkumar and Sundararajan, Vino and Ravindran, Radhika and Gunasekaran, Shoba and Madathil, Deepa and Kaliamurthi, Satyavani and Peslherbe, Gilles H. and Selvaraj, Gurudeeban and Sudhakaran, Sajitha Lulu",2024,Computers in Biology and Medicine,10.1016/j.compbiomed.2024.108195,https://www.scopus.com/pages/publications/85186957894?origin=resultslist,,172,,Article,Cited by: 24,False,False,False,Sasikumar2024,False
Singh2025203,ARTICLE,Cannabidiol and cognition: A literature review of human randomized controlled trials,"Singh, Jyotpal and Ellingson, Chase J. and Abdullah Shafiq, M. and Alcorn, Jane and Patrick Neary, J.",2025,Behavioural Pharmacology,10.1097/FBP.0000000000000837,https://www.scopus.com/pages/publications/105009291651?origin=resultslist,203 - 216,36,5,Review,Cited by: 3,False,False,False,Singh2025203,False
Burgaz2024,ARTICLE,Investigation in the cannabigerol derivative VCE-003.2 as a disease-modifying agent in a mouse model of experimental synucleinopathy,"Burgaz, Sonia and Navarro, Elisa and Rodríguez-Carreiro, Santiago and Navarrete, Carmen and Garrido-Rodríguez, Martin and Lastres-Becker, Isabel and Chocarro, Julia and Lanciego, José L. and Muñoz, Eduardo and Fernández-Ruiz, Javier",2024,Behavioral and Brain Functions,10.1186/s12993-024-00256-9,https://www.scopus.com/pages/publications/85208291994?origin=resultslist,,20,1,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Burgaz2024,False
Del-Bel202465,ARTICLE,A journey through cannabidiol in Parkinson's disease,"Del-Bel, Elaine and Barros-Pereira, Nubia and Moraes, Rafaela Ponciano de and Mattos, Bianca Andretto de and Alves-Fernandes, Thaís Antonia and Abreu, Lorena Borges de and Nascimento, Glauce Crivelaro and Escobar-Espinal, Daniela and Pedrazzi, João Francisco Cordeiro and Jacob, Gabrielle and Milan, Bruna A. and Bálico, Gabriela Gonçalves and Antonieto, Livia Rodrigues",2024,International Review of Neurobiology,10.1016/bs.irn.2024.04.015,https://www.scopus.com/pages/publications/85197028042?origin=resultslist,65 - 93,177,,Article,Cited by: 5,False,False,False,Del-Bel202465,False
Turizo Smith2026,ARTICLE,GPR55 and PINK1 as emerging therapeutic targets in Glioma: insights into their modulation by phytochemicals and plant extracts,"Turizo Smith, Andres David and Martinez Perez, Jean Carlos and Marin Loaiza, Juan Camilo and Arboleda, Gonzalo",2026,Frontiers in Pharmacology,10.3389/fphar.2026.1760169,https://www.scopus.com/pages/publications/105046875494?origin=resultslist,,17,,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Turizo Smith2026,False
Yang2025,ARTICLE,Gastric Accommodation and Impact on Emptying of Solids in Gastroparesis,"Yang, David Yi and Abdelnaem, Nada and Matar, Ayah and Camilleri, Michael",2025,Neurogastroenterology and Motility,10.1111/nmo.70111,https://www.scopus.com/pages/publications/105008735958?origin=resultslist,,37,12,Article,Cited by: 0; All Open Access; Bronze Open Access,True,False,False,Yang2025,False
Sharma202595,ARTICLE,The impact of pharmacological agents on neuroinflammation in neurodegenerative diseases,"Sharma, Anurag and Khan, Zoya and Nath, Rajendra and Dixit, Rakesh Kumar",2025,Acta Marisiensis - Seria Medica,10.2478/amma-2025-0018,https://www.scopus.com/pages/publications/105010650489?origin=resultslist,95 - 105,71,2,Review,Cited by: 2; All Open Access; Gold Open Access; Green Open Access,True,True,True,Sharma202595,False
Bochniak2024,ARTICLE,Current Perspectives on Olfactory Loss in Atypical Parkinsonisms—A Review Article,"Bochniak, Katarzyna and Soszyński, Mateusz and Madetko-Alster, Natalia and Alster, Piotr",2024,Biomedicines,10.3390/biomedicines12102257,https://www.scopus.com/pages/publications/85207671905?origin=resultslist,,12,10,Review,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True,Bochniak2024,False
Persico2025,ARTICLE,The pediatric psychopharmacology of autism spectrum disorder: A systematic review - Part II: The future,"Persico, Antonio M. and Asta, Lisa and Chehbani, Fethia and Mirabelli, Silvestro and Parlatini, Valeria and Cortese, Samuele and Arango, Celso and Vitiello, Benedetto",2025,Progress in Neuro-Psychopharmacology and Biological Psychiatry,10.1016/j.pnpbp.2024.111176,https://www.scopus.com/pages/publications/85208032160?origin=resultslist,,136,,Review,Cited by: 12,False,False,False,Persico2025,False
Guo2025,ARTICLE,"Transient Receptor Potential Channels as Key Regulators of Neuroinflammation in Neurological Disorders: Mechanistic Insights, Therapeutic Potentials, and Future Directions","Guo, Daji and Cai, Mengjiao and Xian, Yanmin and Chen, Yinyin and Feng, Yujun and Hu, Chun and Zeng, Lizhang and Shi, Lei and Zhang, Shiqing",2025,CNS Neuroscience and Therapeutics,10.1002/cns.70700,https://www.scopus.com/pages/publications/105024915125?origin=resultslist,,31,12,Review,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True,Guo2025,False
Jha2024,ARTICLE,Cannabidiol and neurodegeneration: From molecular mechanisms to clinical benefits,"Jha, Saurabh Kumar and Nelson, Vinod Kumar and Suryadevara, Punna Rao and Panda, Siva Prasad and Pullaiah, Chitikela P. and Nuli, Mohana Vamsi and Kamal, Mehnaz and Imran, Mohd and Ausali, Saijyothi and Abomughaid, Mosleh Mohammad and Srivastava, Rashi and Deka, Rahul and Pritam, Pingal and Gupta, Neha and Shyam, Harishankar and Singh, Indrakant K. and Pandey, Bindhy Wasini and Dewanjee, Saikat and Jha, Niraj Kumar and Jafari, Seid Mahdi",2024,Ageing Research Reviews,10.1016/j.arr.2024.102386,https://www.scopus.com/pages/publications/85198951427?origin=resultslist,,100,,Review,Cited by: 26,False,False,False,Jha2024,False
Odonkor2026,ARTICLE,Neuropharmacology of Cannabinoids: A Comprehensive Review of Preclinical and Clinical Evidence for Hemp-Derived Extracts and Active Compounds,"Odonkor, Charles A. and Karpe, David A. and Siddique, Muhammad Uzair and Abd-Elsayed, Alaa",2026,Pharmaceuticals,10.3390/ph19081151,https://www.scopus.com/pages/publications/105048699635?origin=resultslist,,19,8,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Odonkor2026,False
Cásedas2026,ARTICLE,Involvement of Keap1/Nrf2 and the antioxidant defence in cytoprotective effects induced by cannabis polyphenols in SH-SY5Y neuronal cells,"Cásedas, Guillermo and Rojas-Márquez, Henar and Ventura, Lucía and Moliner, Cristina and Maggi, Filippo and Rubio-Castellanos, Ainara and López, Víctor",2026,Biomedicine and Pharmacotherapy,10.1016/j.biopha.2026.119048,https://www.scopus.com/pages/publications/105029272308?origin=resultslist,,196,,Article,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True,Cásedas2026,False
Giannakis2025341,ARTICLE,Cognitive impairment in Parkinson’s disease and other parkinsonian syndromes,"Giannakis, Alexandros and Sioka, Chrissa and Kloufetou, Eugenia and Konitsiotis, Spiridon",2025,Journal of Neural Transmission,10.1007/s00702-024-02865-0,https://www.scopus.com/pages/publications/85210737623?origin=resultslist,341 - 355,132,3,Review,Cited by: 10,False,False,False,Giannakis2025341,False
Sosero2025,ARTICLE,Genome-wide association study of REM sleep behavior disorder in Parkinson’s disease,"Sosero, Yuri L. and Heilbron, Karl and Fontanillas, Pierre and Norcliffe-Kaufmann, Lucy and Yu, Eric and Rudakou, Uladzislau and Ruskey, Jennifer A. and Freeman, Kathryn and Asayesh, Farnaz and Brolin, Kajsa A. and Swanberg, Maria and Morris, Huw R. and Wu, Lesley and Real, Raquel and Pihlstrøm, Lasse and Tan, Manuela and Gasser, Thomas and Brockmann, Kathrin and Liu, Hui and Hu, Michele T. M. and Grosset, Donald G. and Lewis, Simon J. G. and Kwok, John B. and Pastor, Pau and Alvarez, Ignacio and Skorvanek, Matej and Lackova, Alexandra and Ostrozovicova, Miriam and Rizig, Mie and Krohn, Lynne and Gan-Or, Ziv",2025,npj Parkinson's Disease,10.1038/s41531-025-01078-w,https://www.scopus.com/pages/publications/105018471518?origin=resultslist,,11,1,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Sosero2025,False
Joers2024,ARTICLE,Modulation of cannabinoid receptor 2 alters neuroinflammation and reduces formation of alpha-synuclein aggregates in a rat model of nigral synucleinopathy,"Joers, Valerie and Murray, Benjamin C and McLaughlin, Caroline and Oliver, Danielle and Staley, Hannah E. and Coronado, Jazmyn and Achat-Mendes, Cindy and Golshani, Sanam and Kelly, Sean D. and Goodson, Matthew and Lee, Danica and Manfredsson, Fredric P. and Moore II, Bob M. and Tansey, Malú Gámez",2024,Journal of Neuroinflammation,10.1186/s12974-024-03221-5,https://www.scopus.com/pages/publications/85205336405?origin=resultslist,,21,1,Article,Cited by: 11; All Open Access; Gold Open Access; Green Open Access,True,True,True,Joers2024,False
Jasak2026,ARTICLE,CD8+ T lymphocytes in progressive supranuclear palsy and corticobasal degeneration: Interactions with tau pathology and neuroinflammation,"Jasak, Paulina and Wesołowska, Aleksandra and Żółtowska, Marta and Alster, Piotr and Madetko-Alster, Natalia",2026,Parkinsonism and Related Disorders,10.1016/j.parkreldis.2026.108917,https://www.scopus.com/pages/publications/105046465297?origin=resultslist,,,,Review,Cited by: 0; All Open Access; Hybrid Gold Open Access,True,True,False,Jasak2026,False
Lopes2026,ARTICLE,A Feasibility Assessment of the FDA Adverse Event Reporting System for the Detection of Cannabis-Related Safety Signals,"Lopes, Priscilla O. M. V. and Harris, Cory S. and Gravel, Christopher A.",2026,Pharmacoepidemiology and Drug Safety,10.1002/pds.70392,https://www.scopus.com/pages/publications/105038734875?origin=resultslist,,35,6,Article,Cited by: 0; All Open Access; Hybrid Gold Open Access,True,True,False,Lopes2026,False
Lissoni2025513,ARTICLE,"Efficacy of a Neuroimmune Therapy Including Pineal Methoxyindoles, Angiotensin 1-7, and Endocannabinoids in Cancer, Autoimmune, and Neurodegenerative Diseases","Lissoni, Paolo and Rovelli, Franco and Monzon, Alejandra and Messina, Giusy and Merli, Nicoletta and Tartarelli, Rosanna and Tassoni, Simonetta and Zecchinato, Francesca and Simoes-E-silva, Ana Cristina and Valentini, Agnese and Di Fede, Giuseppe and Cardinali, Daniel P.",2025,Clinical Interventions in Aging,10.2147/CIA.S513910,https://www.scopus.com/pages/publications/105004787758?origin=resultslist,513 - 522,20,,Article,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True,Lissoni2025513,False
Gupta202458,ARTICLE,Cannabis sativa in Phytotherapy: Reappraisal of Therapeutic Potential and Regulatory Aspects,"Gupta, Priya and Singh, Archu and Shafi, Sadat and Ralli, Tanya and Pottoo, Faheem Hyder and Sultana, Yasmin and Kohli, Kanchan",2024,Current Pharmaceutical Biotechnology,10.2174/1389201024666230508142114,https://www.scopus.com/pages/publications/85178191221?origin=resultslist,58 - 76,25,1,Review,Cited by: 4,False,False,False,Gupta202458,False
Singh202659,ARTICLE,Network pharmacology approach to unravel the neuroprotective potential of natural products: a narrative review,"Singh, Pankaj and Borkar, Maheshkumar and Doshi, Gaurav",2026,Molecular Diversity,10.1007/s11030-025-11198-3,https://www.scopus.com/pages/publications/105003471458?origin=resultslist,59 - 100,30,1,Review,Cited by: 7,False,False,False,Singh202659,False
Ajalin2026980,ARTICLE,Deficits in episodic memory and executive functions in relation to CB1 receptor availability in Parkinson's disease,"Ajalin, Riikka M. and Al-Abdulrasul, Haidar and Tuisku, Jouni M. and Karrasch, Mira and Hirvonen, Jussi and Kirjavainen, Anna K. and Zetterberg, Henrik and Rinne, Juha O. and Brück, Anna E.",2026,Journal of Parkinson's disease,10.1177/1877718X261457830,https://www.scopus.com/pages/publications/105046473918?origin=resultslist,980 - 991,16,5,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Ajalin2026980,False
Escobar20261056,ARTICLE,Chorea and Levodopa-Induced Dyskinesia in Corticobasal Syndrome: Two Case Reports with Pathological Insights and Literature Review,"Escobar, Alex Medina and Rossi, Malco and Richer, Maxime and Gautreau, Sylvia and Lang, Anthony E.",2026,Movement Disorders Clinical Practice,10.1002/mdc3.70420,https://www.scopus.com/pages/publications/105021507315?origin=resultslist,1056 - 1063,13,4,Review,Cited by: 0; All Open Access; Green Open Access,True,False,True,Escobar20261056,False
Șolea2026,ARTICLE,Cannabis and Cannabinoids: The Medical Potential of Cannabidiol in Mental and Neurological Disorders,"Șolea, Răzvan and Șerban, Eugenia and Călugăr-Solea, Sabina Florina and Mathe, Endre and Blebea, Nicoleta Mirela and Hancu, Gabriel and Serban, Georgeta",2026,Pharmaceuticals,10.3390/ph19081238,https://www.scopus.com/pages/publications/105048757356?origin=resultslist,,19,8,Review,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Șolea2026,False
Kawasaki2025,ARTICLE,"Effects of cannabidiol to circadian period, sleep, life span, close-proximity rhythm, egg reproduction and motor function in Drosophila melanogaster","Kawasaki, Haruhisa and Sato, Toshihiko and Ishida, Norio",2025,Biogerontology,10.1007/s10522-025-10305-z,https://www.scopus.com/pages/publications/105013291736?origin=resultslist,,26,5,Article,Cited by: 2; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Kawasaki2025,False
Ravelli2026369,ARTICLE,Can cannabinoids alleviate behavioral symptoms in older adults with dementia? A systematic review,"Ravelli, Adele and Ceolin, Chiara and Papa, Mario Virgilio and Vergadoro, Margherita and Devita, Maria and De Rui, Marina and Simioni, Paolo and Sergi, Giuseppe and Coin, Alessandra",2026,Journal of Psychopharmacology,10.1177/02698811251375895,https://www.scopus.com/pages/publications/105023527346?origin=resultslist,369 - 379,40,3,Review,Cited by: 0,False,False,False,Ravelli2026369,False
Meanti2025,ARTICLE,Cannabinoid Receptor 2 (CB2R) as potential target for the pharmacological treatment of neurodegenerative diseases,"Meanti, Ramona and Bresciani, Elena and Rizzi, Laura and Molteni, Laura and Coco, Silvia and Omeljaniuk, Robert J. and Torsello, Antonio",2025,Biomedicine and Pharmacotherapy,10.1016/j.biopha.2025.118044,https://www.scopus.com/pages/publications/105002152260?origin=resultslist,,186,,Review,Cited by: 22; All Open Access; Gold Open Access; Green Open Access,True,True,True,Meanti2025,False
Yoshida2024298,ARTICLE,Corticobasal degeneration with visual hallucination as an initial symptom: A case report,"Yoshida, Kentaro and Adachi, Tadashi and Suzuki, Yuki and Sakuwa, Mayuko and Fukuda, Hiroki and Hasegawa, Masato and Adachi, Yoshiki and Miura, Hiroshi and Hanajima, Ritsuko",2024,Neuropathology,10.1111/neup.12963,https://www.scopus.com/pages/publications/85183876260?origin=resultslist,298 - 303,44,4,Article,Cited by: 2,False,False,False,Yoshida2024298,False
Choudhury2026347,ARTICLE,Effect of Glucagon-Like-Peptide-1 Receptor Agonists (GLP-1 RA) on Neuropsychiatric Outcomes: A Systematic Review and Meta-Analysis,"Choudhury, Ishraq and Ward, John Headly and Mahesh, Sahana and Alam, Uazman and Azmi, Shazli and Anson, Matthew",2026,Clinical Therapeutics,10.1016/j.clinthera.2026.02.010,https://www.scopus.com/pages/publications/105033639618?origin=resultslist,347 - 384,48,4,Review,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Choudhury2026347,False
Marques2025,ARTICLE,Cannabinoids and Extracellular Vesicles as Potential Biomarkers and Therapeutic Targets in Neuropsychiatric Disorders: A Hypothesis-Driven Review,"Marques, Bruno L. and Lirio, Pedro H. C. and Vicente, Maria A. and Unzueta-Larrinaga, Paula and Urigüen, Leyre and Campos, Alline C.",2025,Pharmaceuticals,10.3390/ph18121817,https://www.scopus.com/pages/publications/105025997540?origin=resultslist,,18,12,Review,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True,Marques2025,False
Ayerra2025600,ARTICLE,"Activation of central cannabinoid type 2 receptors, but not on peripheral immune cells, is required for endocannabinoid-mediated neuroprotection in Parkinson's disease","Ayerra, Leyre and Abellanas, Miguel Angel and Vidaurre, Clara and Basurco, Leyre and Tavira, Adriana and Luquin, Esther and Clavero, Pedro and Mengual, Elisa and Collantes, Maria and Peñuelas, Ivan and de Martin-Esteban, Samuel Ruiz and Grether, Uwe and Hillard, Cecilia J. and Romero, Julian and Hervás-Stubbs, Sandra and Aymerich, Maria S.",2025,"Brain, Behavior, and Immunity",10.1016/j.bbi.2025.04.037,https://www.scopus.com/pages/publications/105004306558?origin=resultslist,600 - 611,128,,Article,Cited by: 6; All Open Access; Hybrid Gold Open Access,True,True,False,Ayerra2025600,False
Holland20241166,ARTICLE,Differential Synaptic Loss in β-Amyloid Positive Versus β-Amyloid Negative Corticobasal Syndrome,"Holland, Negin and Savulich, George and Jones, P. Simon and Whiteside, David J. and Street, Duncan and Swann, Peter and Naessens, Michelle and Malpetti, Maura and Hong, Young T. and Fryer, Tim D. and Rittman, Timothy and Mulroy, Eoin and Aigbirhio, Franklin I. and Bhatia, Kailash P. and O'Brien, John T. and Rowe, James B.",2024,Movement Disorders,10.1002/mds.29814,https://www.scopus.com/pages/publications/85191314349?origin=resultslist,1166 - 1178,39,7,Article,Cited by: 5; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Holland20241166,False
Abdelkhalek20241896,ARTICLE,"Triazolopyrimidine Derivatives: An Updated Review on Recent Advances in Synthesis, Biological Activities and Drug Delivery Aspects","Abdelkhalek, Ahmed S. and Attia, Mohamed S. and Kamal, Mohammad A.",2024,Current Medicinal Chemistry,10.2174/0929867330666230228120416,https://www.scopus.com/pages/publications/85185447262?origin=resultslist,1896 - 1919,31,14,Review,Cited by: 17,False,False,False,Abdelkhalek20241896,False
O’Donnell202427,ARTICLE,The Impact of High-density Lipoprotein Cholesterol (HDL-C) Levels and Risk of Movement Disorders in Patients Taking Antipsychotics,"O’Donnell, Carolyn and Demler, Tammie Lee and Trigoboff, Eileen and Lee, Claudia",2024,Innovations in Clinical Neuroscience,,https://www.scopus.com/pages/publications/85202024196?origin=resultslist,27 - 30,21,4-6,Article,Cited by: 2,False,False,False,O’Donnell202427,False
Bérété2025,ARTICLE,Concomitant use of medical cannabis and drugs associated with risks of interaction in older patients: a longitudinal cohort study,"Bérété, Zoumana Cheick and Sebgo, Arvis Abraham and Eurich, Dean T. and Dubois, Cerina and Dyck, Jason R. and Hanlon, John G. and Zongo, Arsene",2025,Age and Ageing,10.1093/ageing/afaf359,https://www.scopus.com/pages/publications/105024855940?origin=resultslist,,54,12,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Bérété2025,False
Huissoud2024715,ARTICLE,The effectiveness and safety of non-pharmacological intervention for pain management in Parkinson's disease: A systematic review,"Huissoud, M. and Boussac, M. and Joineau, K. and Harroch, E. and Brefel-Courbon, C. and Descamps, E.",2024,Revue Neurologique,10.1016/j.neurol.2023.04.010,https://www.scopus.com/pages/publications/85173903319?origin=resultslist,715 - 735,180,8,Review,Cited by: 8; All Open Access; Green Open Access,True,False,True,Huissoud2024715,False
Kale2025630,ARTICLE,Decoding the Therapeutic Potential of Cannabis and Cannabinoids in Neurological Disorders,"Kale, Mayur B. and Umare, Mohit D. and Wankhede, Nitu L. and Deshmukh, Rohitas and Abbot, Vikrant and Anwer, Md. Khalid and Taksande, Brijesh G. and Upaganlawar, Aman B. and Umekar, Milind J. and Ramniwas, Seema and Gulati, Monica and Arora, Rashmi and Behl, Tapan",2025,Current Pharmaceutical Design,10.2174/0113816128318194240918113954,https://www.scopus.com/pages/publications/85217439136?origin=resultslist,630 - 644,31,8,Review,Cited by: 3,False,False,False,Kale2025630,False
Colijn2024,ARTICLE,SETD1A variant-associated psychosis: A systematic review of the clinical literature and description of two new cases,"Colijn, Mark A. and Carrion, Prescilla and Poirier-Morency, Guillaume and Rogic, Sanja and Torres, Ivan and Menon, Mahesh and Lisonek, Michelle and Cook, Courtney and DeGraaf, Ashley and Thammaiah, Subramanya Ponnachana and Neelakant, Harish and Willaeys, Veerle and Leonova, Olga and White, Randall F. and Yip, Stephen and Mungall, Andrew J. and MacLeod, Patrick M. and Gibson, William T. and Sullivan, Patrick F. and Honer, William G. and Pavlidis, Paul and Stowe, Robert M.",2024,Progress in Neuro-Psychopharmacology and Biological Psychiatry,10.1016/j.pnpbp.2023.110888,https://www.scopus.com/pages/publications/85175449821?origin=resultslist,,129,,Review,Cited by: 9; All Open Access; Hybrid Gold Open Access,True,True,False,Colijn2024,False
Eserian202453,ARTICLE,Strategies and Management for Psychiatric Drug Withdrawal: A Systematic Review of Case Reports and Series,"Eserian, Jaqueline K. and Blanco, Vinícius P. and Mercuri, Lucildes P. and Matos, Jivaldo R. and Kalleian, Eugênia A. and Galduróz, José C. F.",2024,Pharmacopsychiatry,10.1055/a-2443-1189,https://www.scopus.com/pages/publications/85209747426?origin=resultslist,53 - 62,58,2,Review,Cited by: 0,False,False,False,Eserian202453,False
Keir20241865,ARTICLE,"Atypical Parkinsonian Syndromes: Structural, Functional, and Molecular Imaging Features","Keir, Graham and Roytman, Michelle and Mashriqi, Faizullah and Shahsavarani, Shaya and Franceschi, Ana M.",2024,American Journal of Neuroradiology,10.3174/ajnr.A8313,https://www.scopus.com/pages/publications/85208646574?origin=resultslist,1865 - 1877,45,12,Review,Cited by: 16; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Keir20241865,False
